theta0,phi0,mtheta0,mphi0,omega_theta,omega_phi,drift_theta,drift_phi
0.0,0.19207963267948963,0.6911458331095045,2.2437515018013188,2.2441731622596555,4.355376822880861,1.543572421758389e-07,7.441732747953863e-08
0.0,0.19207963267948963,0.73180147035124,1.8566073411669137,2.248183304274035,4.355584727575597,1.1419759232441573e-09,1.765715330168649e-09
0.0,0.19207963267948963,0.7724571075929756,1.3299814103950172,2.2521989703187164,4.3558047869858845,2.5151824760103303e-09,2.2569698502960242e-09
0.0,0.21575957145940455,0.0,4.170058446095846,0.0,2.176827527644122,0.0,5.960228950675915e-10
0.0,0.21575957145940455,0.044638275974159994,4.164842611101368,2.181126204924436,4.353662721412815,1.7004751603423057e-07,1.7303366275911736e-07
0.0,0.21575957145940455,0.08927655194831999,4.14915576586572,2.1854341961720865,4.3536842407791285,4.643164321799466e-09,1.7109972729703572e-07
0.0,0.21575957145940455,0.13391482792248,4.122878390926484,2.1897483080119557,4.353720103583422,1.0540910441024048e-09,1.728961671824138e-07
0.0,0.21575957145940455,0.17855310389663998,4.085806156207253,2.1940693160589646,4.353770308020164,3.741441029948835e-08,1.7555516135411776e-07
0.0,0.21575957145940455,0.22319137987079996,4.037641728610197,2.198397249252992,4.353835815696053,1.310343172402724e-09,3.9282039507602036e-07
0.0,0.21575957145940455,0.26782965584496,3.97798222393066,2.202732129952696,4.3539144593795625,4.220144796077852e-10,3.383237145787341e-07
0.0,0.21575957145940455,0.31246793181911997,3.9063009973609333,2.2070738748319996,4.354006959537263,9.133544873977259e-11,1.7473966331159786e-07
0.0,0.21575957145940455,0.35710620779327995,3.821921696324828,2.2114238593601017,4.354114504088339,1.1167487705720574e-08,1.7420992282736752e-07
0.0,0.21575957145940455,0.40174448376743993,3.7239812682765474,2.2157776086797067,4.354236370178762,8.122116577276603e-11,1.732603661652021e-07
0.0,0.21575957145940455,0.4463827597415999,3.6113765495848633,2.2201395412676206,4.354372553500107,1.1095409598398574e-09,6.089746608758041e-07
0.0,0.21575957145940455,0.4910210357157599,3.4826854210636182,2.2245080461311595,4.354523044329865,5.777983982807433e-10,6.108158348565977e-07
0.0,0.21575957145940455,0.53565931168992,3.3360467568766765,2.2288831348147555,4.354691236341119,3.08932541133192e-10,1.6631352801778555e-07
0.0,0.21575957145940455,0.5802975876640799,3.168970061207022,2.233264590203941,4.354870323753103,1.013241201478724e-09,1.6272843549846106e-07
0.0,0.21575957145940455,0.6249358636382399,2.978017393563409,2.237652660190191,4.35506369892349,5.792631918270095e-10,1.5901718610241675e-07
0.0,0.21575957145940455,0.6695741396123999,2.7582344002435137,2.2420484643375107,4.355271355815753,1.722118184366435e-07,1.2154284932323015e-07
0.0,0.21575957145940455,0.7142124155865599,2.5020350676575074,2.2464475680920373,4.355493286256601,4.52518390167209e-10,2.3401250659337913e-08
0.0,0.21575957145940455,0.7588506915607199,2.1967145958612475,2.250854461976411,4.355729823583721,1.4670454068752357e-09,1.3378164921219008e-09
0.0,0.21575957145940455,0.8034889675348799,1.8176863355190045,2.2552675068565446,4.355980720703427,1.9796743697033118e-10,2.862047325020743e-10
0.0,0.21575957145940455,0.8481272435090399,1.3021003324536444,2.259686720776484,4.356245863392503,1.1946433521308309e-09,1.4101607633304216e-09
0.0,0.23943951023931948,0.0,4.068261172684942,0.0,2.1768275276187885,0.0,5.621584609184101e-10
0.0,0.23943951023931948,0.04824106754568102,4.0631726639109145,2.181476181149186,4.35366392447077,1.6522038066088499e-07,1.7311905720450038e-07
0.0,0.23943951023931948,0.09648213509136204,4.047868757690162,2.186130107851282,4.353689061521845,2.926791576782661e-09,1.7218853173817307e-07
